category	over_represented_pvalue	qvalue	numDEInCat	numInCat	term	ontology	DE_id
GO:0035331	0.495342085377934	0.660339715079641	1	7	negative regulation of hippo signaling	BP	ENSSSCG00000035456
GO:0031410	0.495409296749173	0.660339715079641	15	162	cytoplasmic vesicle	CC	ENSSSCG00000002734,ENSSSCG00000007671,ENSSSCG00000016635,ENSSSCG00000013893,ENSSSCG00000035121,ENSSSCG00000011640,ENSSSCG00000035066,ENSSSCG00000016634,ENSSSCG00000016611,ENSSSCG00000009668,ENSSSCG00000012022,ENSSSCG00000011402,ENSSSCG00000005308,ENSSSCG00000022725,ENSSSCG00000014960
GO:0001961	0.49542550341147	0.660339715079641	1	7	positive regulation of cytokine-mediated signaling pathway	BP	ENSSSCG00000009565
GO:0021517	0.495520409686674	0.660339715079641	1	7	ventral spinal cord development	BP	ENSSSCG00000003833
GO:0050891	0.495709721456587	0.660414987964134	1	7	multicellular organismal water homeostasis	BP	ENSSSCG00000028923
GO:0043248	0.495965344274202	0.660578540512009	1	10	proteasome assembly	BP	ENSSSCG00000005459
GO:0046626	0.496200391980223	0.660714608710677	1	7	regulation of insulin receptor signaling pathway	BP	ENSSSCG00000007602
GO:0006013	0.496893975400284	0.661461002862172	1	7	mannose metabolic process	BP	ENSSSCG00000000061
GO:0097200	0.497045527166981	0.661485642685822	1	7	cysteine-type endopeptidase activity involved in execution phase of apoptosis	MF	ENSSSCG00000009140
GO:0016082	0.497611786429762	0.662062028934647	1	7	synaptic vesicle priming	BP	ENSSSCG00000016611
GO:0048679	0.498275256333105	0.662690202487685	1	7	regulation of axon regeneration	BP	ENSSSCG00000005437
GO:0017185	0.498466591446361	0.662690202487685	1	7	peptidyl-lysine hydroxylation	BP	ENSSSCG00000000681
GO:0043274	0.498483780632329	0.662690202487685	1	8	phospholipase binding	MF	ENSSSCG00000003086
GO:0001916	0.498666639122598	0.662756089205442	1	8	positive regulation of T cell mediated cytotoxicity	BP	ENSSSCG00000030888
GO:0046850	0.498850157110727	0.662822816984109	1	7	regulation of bone remodeling	BP	ENSSSCG00000004241
GO:0005536	0.499328225587787	0.663280774144397	1	8	glucose binding	MF	ENSSSCG00000008261
GO:0016874	0.499690285787771	0.663584428669016	5	50	ligase activity	MF	ENSSSCG00000009405,ENSSSCG00000015545,ENSSSCG00000009937,ENSSSCG00000022945,ENSSSCG00000005626
GO:0001931	0.500267510040597	0.664173580753498	1	7	uropod	CC	ENSSSCG00000022725
GO:0006646	0.500468448160435	0.664262980313316	1	7	phosphatidylethanolamine biosynthetic process	BP	ENSSSCG00000015276
GO:0046784	0.50067104364829	0.66435453136357	1	7	viral mRNA export from host cell nucleus	BP	ENSSSCG00000009988
GO:0070166	0.500999534608552	0.664613043242722	1	8	enamel mineralization	BP	ENSSSCG00000017258
GO:0048872	0.501825842625715	0.665390941545797	2	17	homeostasis of number of cells	BP	ENSSSCG00000040875,ENSSSCG00000003722
GO:0034145	0.501853586242305	0.665390941545797	1	7	positive regulation of toll-like receptor 4 signaling pathway	BP	ENSSSCG00000028758
GO:0008237	0.502140436969247	0.665473058862203	11	116	metallopeptidase activity	MF	ENSSSCG00000002829,ENSSSCG00000014221,ENSSSCG00000000368,ENSSSCG00000009413,ENSSSCG00000011496,ENSSSCG00000017296,ENSSSCG00000024043,ENSSSCG00000007145,ENSSSCG00000010071,ENSSSCG00000017164,ENSSSCG00000006533
GO:0061299	0.502183209342515	0.665473058862203	1	7	retina vasculature morphogenesis in camera-type eye	BP	ENSSSCG00000022804
GO:0007586	0.502371326600233	0.665544960260154	1	11	digestion	BP	ENSSSCG00000016519
GO:0030215	0.502942793588089	0.666124552402765	1	7	semaphorin receptor binding	MF	ENSSSCG00000023784
GO:0050998	0.503438466054118	0.666455151598066	1	7	nitric-oxide synthase binding	MF	ENSSSCG00000016634
GO:0042476	0.503460488616721	0.666455151598066	2	19	odontogenesis	BP	ENSSSCG00000005045,ENSSSCG00000040513
GO:0033173	0.503635852236182	0.666509836922624	1	7	calcineurin-NFAT signaling cascade	BP	ENSSSCG00000009172
GO:0005070	0.504087165906919	0.666900651157774	3	29	SH3/SH2 adaptor activity	MF	ENSSSCG00000015631,ENSSSCG00000005358,ENSSSCG00000017495
GO:0045995	0.504333557593168	0.666900651157774	1	8	regulation of embryonic development	BP	ENSSSCG00000004425
GO:0031072	0.504735834646211	0.667255136894698	3	31	heat shock protein binding	MF	ENSSSCG00000037646,ENSSSCG00000001549,ENSSSCG00000006355
GO:0071933	0.505444181141554	0.667856019657996	1	7	Arp2/3 complex binding	MF	ENSSSCG00000014088
GO:0071233	0.505915958668812	0.667856019657996	1	7	cellular response to leucine	BP	ENSSSCG00000004318
GO:0071385	0.50593544376449	0.667856019657996	1	7	cellular response to glucocorticoid stimulus	BP	ENSSSCG00000005267
GO:0006977	0.50623519149523	0.667856019657996	1	9	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	BP	ENSSSCG00000001565
GO:0048593	0.506334994692799	0.667856019657996	2	17	camera-type eye morphogenesis	BP	ENSSSCG00000005045,ENSSSCG00000033190
GO:0031115	0.506414222570746	0.667856019657996	1	8	negative regulation of microtubule polymerization	BP	ENSSSCG00000013545
GO:0051272	0.506457924082045	0.667856019657996	1	7	positive regulation of cellular component movement	BP	ENSSSCG00000011810
GO:0050709	0.506498498474745	0.667856019657996	1	8	negative regulation of protein secretion	BP	ENSSSCG00000007968
GO:0050850	0.506548188943527	0.667856019657996	1	8	positive regulation of calcium-mediated signaling	BP	ENSSSCG00000002684
GO:0071404	0.506596477979341	0.667856019657996	1	8	cellular response to low-density lipoprotein particle stimulus	BP	ENSSSCG00000022230
GO:0007191	0.506667921590901	0.667856019657996	1	8	adenylate cyclase-activating dopamine receptor signaling pathway	BP	ENSSSCG00000017232
GO:0030214	0.506945688957574	0.668045047839136	1	7	hyaluronan catabolic process	BP	ENSSSCG00000011402
GO:0005687	0.507484617940312	0.668412255971939	1	9	U4 snRNP	CC	ENSSSCG00000028124
GO:0015386	0.507570912732467	0.668412255971939	1	7	potassium:proton antiporter activity	MF	ENSSSCG00000008153
GO:0072357	0.507627650553106	0.668412255971939	1	7	PTW/PP1 phosphatase complex	CC	ENSSSCG00000008540
GO:0000904	0.507889233613634	0.66857963185782	1	7	cell morphogenesis involved in differentiation	BP	ENSSSCG00000011377
GO:0007548	0.508419584602363	0.669100628544984	1	9	sex differentiation	BP	ENSSSCG00000007371
GO:0051930	0.508724487494769	0.669324729246888	1	8	regulation of sensory perception of pain	BP	ENSSSCG00000021059
GO:0048667	0.509399316404728	0.669856923664821	1	7	cell morphogenesis involved in neuron differentiation	BP	ENSSSCG00000014149
GO:0043235	0.509458160510879	0.669856923664821	10	105	receptor complex	CC	ENSSSCG00000025176,ENSSSCG00000017511,ENSSSCG00000014007,ENSSSCG00000000504,ENSSSCG00000038598,ENSSSCG00000010959,ENSSSCG00000013004,ENSSSCG00000008453,ENSSSCG00000012022,ENSSSCG00000006572
GO:0043198	0.50953950242618	0.669856923664821	2	17	dendritic shaft	CC	ENSSSCG00000010860,ENSSSCG00000012022
GO:2000008	0.509667888621082	0.669856923664821	1	7	regulation of protein localization to cell surface	BP	ENSSSCG00000009134
GO:0048806	0.510408549922032	0.670638239506188	1	8	genitalia development	BP	ENSSSCG00000008041
GO:0005522	0.510532127218609	0.670638239506188	1	7	profilin binding	MF	ENSSSCG00000031261
GO:1902600	0.510763813227101	0.670765366974417	3	39	proton transmembrane transport	BP	ENSSSCG00000014560,ENSSSCG00000027621,ENSSSCG00000008153
GO:0003417	0.511100359083088	0.670832274889822	1	7	growth plate cartilage development	BP	ENSSSCG00000000258
GO:1900273	0.511203080724526	0.670832274889822	1	7	positive regulation of long-term synaptic potentiation	BP	ENSSSCG00000012022
GO:2001256	0.511224737200177	0.670832274889822	1	8	regulation of store-operated calcium entry	BP	ENSSSCG00000006390
GO:0008528	0.511354449282467	0.670832274889822	1	10	G-protein coupled peptide receptor activity	MF	ENSSSCG00000020941
GO:0071902	0.511748906540163	0.671172662442018	3	33	positive regulation of protein serine/threonine kinase activity	BP	ENSSSCG00000038598,ENSSSCG00000017258,ENSSSCG00000015784
GO:0032471	0.512441462479075	0.671903731921403	1	7	negative regulation of endoplasmic reticulum calcium ion concentration	BP	ENSSSCG00000007805
GO:0071578	0.513678875867284	0.672916835496522	1	7	zinc ion import across plasma membrane	BP	ENSSSCG00000000385
GO:0045603	0.51381169649671	0.672916835496522	1	8	positive regulation of endothelial cell differentiation	BP	ENSSSCG00000005045
GO:0097153	0.513866947606906	0.672916835496522	1	8	cysteine-type endopeptidase activity involved in apoptotic process	MF	ENSSSCG00000009140
GO:0006198	0.513925475245729	0.672916835496522	1	7	cAMP catabolic process	BP	ENSSSCG00000003805
GO:0006469	0.513948929632797	0.672916835496522	7	79	negative regulation of protein kinase activity	BP	ENSSSCG00000040643,ENSSSCG00000006163,ENSSSCG00000000298,ENSSSCG00000037066,ENSSSCG00000040681,ENSSSCG00000005358,ENSSSCG00000033586
GO:0015278	0.514170252666189	0.672916835496522	1	7	calcium-release channel activity	MF	ENSSSCG00000010142
GO:0043194	0.514235356192805	0.672916835496522	1	7	axon initial segment	CC	ENSSSCG00000010915
GO:0048660	0.514296857378678	0.672916835496522	1	7	regulation of smooth muscle cell proliferation	BP	ENSSSCG00000005045
GO:0030071	0.514728963344999	0.673202565345914	1	8	regulation of mitotic metaphase/anaphase transition	BP	ENSSSCG00000005587
GO:0032609	0.51478603247087	0.673202565345914	1	7	interferon-gamma production	BP	ENSSSCG00000012789
GO:0060440	0.515051356509288	0.67322374882391	1	7	trachea formation	BP	ENSSSCG00000005045
GO:0048681	0.515073037113064	0.67322374882391	1	7	negative regulation of axon regeneration	BP	ENSSSCG00000002267
GO:0033089	0.515752465956179	0.67393462831383	1	8	positive regulation of T cell differentiation in thymus	BP	ENSSSCG00000004181
GO:0005740	0.516353874535638	0.674543211821122	1	11	mitochondrial envelope	CC	ENSSSCG00000024644
GO:0090129	0.516770763246148	0.674760623716227	1	7	positive regulation of synapse maturation	BP	ENSSSCG00000010603
GO:0042100	0.516791724680489	0.674760623716227	2	36	B cell proliferation	BP	ENSSSCG00000005358,ENSSSCG00000014149
GO:0000338	0.517530579398114	0.675547923540935	1	9	protein deneddylation	BP	ENSSSCG00000016323
GO:0001618	0.517716414231802	0.675585684479755	1	10	virus receptor activity	MF	ENSSSCG00000015894
GO:0036122	0.517935636806984	0.675585684479755	1	9	BMP binding	MF	ENSSSCG00000017500
GO:0060586	0.517967141841679	0.675585684479755	1	8	multicellular organismal iron ion homeostasis	BP	ENSSSCG00000035436
GO:0045047	0.518323472402856	0.675794651785482	1	8	protein targeting to ER	BP	ENSSSCG00000000061
GO:0019835	0.518472494529857	0.675794651785482	1	9	cytolysis	BP	ENSSSCG00000034896
GO:0005158	0.518535115961709	0.675794651785482	2	20	insulin receptor binding	MF	ENSSSCG00000007488,ENSSSCG00000015631
GO:0019216	0.519104986015652	0.676360060395655	2	19	regulation of lipid metabolic process	BP	ENSSSCG00000007371,ENSSSCG00000031759
GO:0035385	0.519507539342313	0.676707227039555	1	7	Roundabout signaling pathway	BP	ENSSSCG00000017012
GO:0001102	0.519914593522379	0.676998876950942	3	31	RNA polymerase II activating transcription factor binding	MF	ENSSSCG00000007371,ENSSSCG00000040875,ENSSSCG00000015835
GO:0045956	0.520051595085155	0.676998876950942	1	8	positive regulation of calcium ion-dependent exocytosis	BP	ENSSSCG00000035893
GO:0051156	0.520206037109212	0.676998876950942	1	9	glucose 6-phosphate metabolic process	BP	ENSSSCG00000036449
GO:0019239	0.520276087857914	0.676998876950942	1	8	deaminase activity	MF	ENSSSCG00000006754
GO:0004716	0.520459351824827	0.677060151039518	1	7	signal transducer, downstream of receptor, with protein tyrosine kinase activity	MF	ENSSSCG00000020725
GO:0006883	0.520871041667373	0.677418472186811	1	8	cellular sodium ion homeostasis	BP	ENSSSCG00000006391
GO:0000987	0.521718261616604	0.678221242196466	2	19	proximal promoter sequence-specific DNA binding	MF	ENSSSCG00000005437,ENSSSCG00000014149
GO:0043551	0.521761112510354	0.678221242196466	1	7	regulation of phosphatidylinositol 3-kinase activity	BP	ENSSSCG00000003909
GO:0019511	0.522225123297414	0.678315810761482	1	8	peptidyl-proline hydroxylation	BP	ENSSSCG00000000681
GO:0036449	0.522226044501058	0.678315810761482	1	7	microtubule minus-end	CC	ENSSSCG00000013583
GO:0003184	0.522243146338486	0.678315810761482	1	8	pulmonary valve morphogenesis	BP	ENSSSCG00000005045
GO:0031214	0.522628776829112	0.678639404124927	1	9	biomineral tissue development	BP	ENSSSCG00000017258
GO:0071480	0.522908429669168	0.678825251257207	2	21	cellular response to gamma radiation	BP	ENSSSCG00000001565,ENSSSCG00000036724
GO:0033622	0.52386576822941	0.679737667665164	1	8	integrin activation	BP	ENSSSCG00000003603
GO:0003950	0.524051467046081	0.679737667665164	2	19	NAD+ ADP-ribosyltransferase activity	MF	ENSSSCG00000027646,ENSSSCG00000038255
GO:0003149	0.524140530082819	0.679737667665164	1	8	membranous septum morphogenesis	BP	ENSSSCG00000005045
GO:0048185	0.524158129088544	0.679737667665164	1	8	activin binding	MF	ENSSSCG00000037102
GO:0005778	0.524608864987236	0.680144791842643	3	30	peroxisomal membrane	CC	ENSSSCG00000028620,ENSSSCG00000004643,ENSSSCG00000009942
GO:0030502	0.525009100776885	0.680228510098891	1	8	negative regulation of bone mineralization	BP	ENSSSCG00000011799
GO:1901652	0.525248370536573	0.680228510098891	1	8	response to peptide	BP	ENSSSCG00000012789
GO:2000727	0.525494578425095	0.680228510098891	1	8	positive regulation of cardiac muscle cell differentiation	BP	ENSSSCG00000014149
GO:0060340	0.525498027503558	0.680228510098891	1	8	positive regulation of type I interferon-mediated signaling pathway	BP	ENSSSCG00000030888
GO:0046488	0.525498407037157	0.680228510098891	2	18	phosphatidylinositol metabolic process	BP	ENSSSCG00000016192,ENSSSCG00000008348
GO:0045071	0.5255960894465	0.680228510098891	2	20	negative regulation of viral genome replication	BP	ENSSSCG00000039573,ENSSSCG00000033703
GO:0035591	0.525631121440052	0.680228510098891	1	8	signaling adaptor activity	MF	ENSSSCG00000000600
GO:0043027	0.52603243813026	0.680412020801919	2	22	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	MF	ENSSSCG00000040125,ENSSSCG00000009565
GO:0003181	0.52604662267952	0.680412020801919	1	8	atrioventricular valve morphogenesis	BP	ENSSSCG00000040875
GO:0042026	0.52654493035573	0.680843093696657	1	8	protein refolding	BP	ENSSSCG00000037646
GO:0004861	0.526653768776617	0.680843093696657	1	10	cyclin-dependent protein serine/threonine kinase inhibitor activity	MF	ENSSSCG00000001565
GO:1900027	0.528421404639922	0.682950669058927	1	8	regulation of ruffle assembly	BP	ENSSSCG00000016634
GO:0004602	0.528995295582461	0.683285430380634	1	12	glutathione peroxidase activity	MF	ENSSSCG00000028488
GO:1900029	0.529143042489623	0.683285430380634	1	8	positive regulation of ruffle assembly	BP	ENSSSCG00000012848
GO:0005890	0.529172238165328	0.683285430380634	1	10	sodium:potassium-exchanging ATPase complex	CC	ENSSSCG00000006391
GO:0010458	0.529230127191437	0.683285430380634	1	10	exit from mitosis	BP	ENSSSCG00000000600
GO:0007270	0.529591038388417	0.683504234207481	1	8	neuron-neuron synaptic transmission	BP	ENSSSCG00000003401
GO:0002726	0.529674540305998	0.683504234207481	1	8	positive regulation of T cell cytokine production	BP	ENSSSCG00000016140
GO:0004935	0.530056313987917	0.683819406628936	1	9	adrenergic receptor activity	MF	ENSSSCG00000038598
GO:0070613	0.531062241465453	0.68471248803322	1	8	regulation of protein processing	BP	ENSSSCG00000004022
GO:0007275	0.531161718894635	0.68471248803322	15	185	multicellular organism development	BP	ENSSSCG00000025176,ENSSSCG00000009004,ENSSSCG00000016646,ENSSSCG00000001987,ENSSSCG00000002555,ENSSSCG00000010529,ENSSSCG00000010757,ENSSSCG00000026533,ENSSSCG00000001440,ENSSSCG00000017046,ENSSSCG00000016140,ENSSSCG00000003148,ENSSSCG00000010071,ENSSSCG00000016701,ENSSSCG00000004672
GO:0022414	0.531510290572558	0.684984231396257	1	9	reproductive process	BP	ENSSSCG00000005322
GO:0000186	0.531680428305126	0.68502593665019	3	29	activation of MAPKK activity	BP	ENSSSCG00000005045,ENSSSCG00000009134,ENSSSCG00000015960
GO:0045737	0.532166623188895	0.685131259826733	2	19	positive regulation of cyclin-dependent protein serine/threonine kinase activity	BP	ENSSSCG00000033327,ENSSSCG00000029185
GO:0050773	0.532175230498619	0.685131259826733	1	8	regulation of dendrite development	BP	ENSSSCG00000016328
GO:0043278	0.53225573949487	0.685131259826733	1	8	response to morphine	BP	ENSSSCG00000017498
GO:0051561	0.532313366192814	0.685131259826733	1	8	positive regulation of mitochondrial calcium ion concentration	BP	ENSSSCG00000007805
GO:0001816	0.532680493648726	0.685426349487957	2	20	cytokine production	BP	ENSSSCG00000015105,ENSSSCG00000040681
GO:0046415	0.532824012250468	0.685433632318066	1	8	urate metabolic process	BP	ENSSSCG00000036449
GO:0003334	0.533067248196898	0.68556915624288	1	8	keratinocyte development	BP	ENSSSCG00000032527
GO:0032781	0.53347808155845	0.685920098657516	2	20	positive regulation of ATPase activity	BP	ENSSSCG00000038300,ENSSSCG00000030260
GO:0003746	0.534096431306543	0.686439077475446	1	9	translation elongation factor activity	MF	ENSSSCG00000040401
GO:2000480	0.534363573268759	0.686439077475446	1	8	negative regulation of cAMP-dependent protein kinase activity	BP	ENSSSCG00000006163
GO:0004862	0.534364069149317	0.686439077475446	1	8	cAMP-dependent protein kinase inhibitor activity	MF	ENSSSCG00000006163
GO:0001895	0.534433963979777	0.686439077475446	2	22	retina homeostasis	BP	ENSSSCG00000011640,ENSSSCG00000008948
GO:0001205	0.534667734093588	0.686561976733811	2	21	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding	MF	ENSSSCG00000015357,ENSSSCG00000014149
GO:0030145	0.53541043673376	0.687083573733825	3	30	manganese ion binding	MF	ENSSSCG00000004454,ENSSSCG00000026025,ENSSSCG00000007507
GO:0001756	0.535485733605091	0.687083573733825	4	45	somitogenesis	BP	ENSSSCG00000023784,ENSSSCG00000009004,ENSSSCG00000026533,ENSSSCG00000017500
GO:0032402	0.535522575222989	0.687083573733825	1	9	melanosome transport	BP	ENSSSCG00000016328
GO:0030282	0.535626695855251	0.687083573733825	2	20	bone mineralization	BP	ENSSSCG00000008468,ENSSSCG00000027480
